path	bytes	class	risk	reason
tmp/overlap.mjs	1158	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attr-css-code.txt	1139	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-lazy-handle-count.cjs	1139	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/demo-consumers-audit.txt	1137	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-typing.log	1131	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-verify.mjs	1131	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m2-truth.md	1131	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D2-prompt.md	1130	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-docs-refs.mjs	1125	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repoint-fixes.md	1118	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-401-fix.cjs	1108	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s12.txt	1106	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-B-deeplink.md	1102	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-logfare-new.mjs	1090	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-prompt.md	1086	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon.env.txt	1084	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-postfix-REPORT.md	1082	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-dpr-REPORT.md	1078	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/hold-verify-REPORT.md	1077	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/print-all-frontmatters.mjs	1076	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-max-tokens-inline.cjs	1074	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-live-sweep2.mjs	1074	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_audit-debug.mjs	1073	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-livekd-pool.ps1	1072	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-legend-REPORT.md	1069	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-lazy-set.cjs	1062	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-m1.md	1061	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bsC-vision-prompt.txt	1059	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-chip.log	1054	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_h2_div.mjs	1051	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scene-pixel.mjs	1044	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-manifest.mjs	1043	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s3.txt	1042	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/playwright-smoke-2.log	1041	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scan_binary_strings.py	1034	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/param-prop-fixture-edge.ts	1029	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S2-prompt.md	1026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S1-prompt.md	1026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-env-flag.ts	1020	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_gather2.js	1018	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/find-app-link.mjs	1012	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/inspect_cld_elf.py	1009	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patchB-inspect.cjs	1005	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-a-out.txt	994	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/inspect-chunks.mjs	992	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-tests.mjs	989	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/loader-bank-prefix-core.mjs	983	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lf-reprobe.mjs	983	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/svelte-check-f3f7.txt	979	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-id.mjs	974	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots-upstream-input-control-20260818.mjs	974	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-overlay.log	962	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-three-resource-lifecycle-contract.log	961	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-141-prompt.md	960	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S1-head.md	957	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-count.mjs	951	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-utils-REPORT.md	951	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-decompose-interaction-visuals-report.md	950	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon.sh	947	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-final.sh	946	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-B.md	936	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-report.mjs	936	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-live-runtime-report.md	923	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attr-consumer-counts-precise.txt	921	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-A.md	920	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s9.txt	909	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kill-stale-pi.ps1	904	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/normalize-segA.txt	902	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S3-prompt.md	893	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-round4	892	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/find-app-live.mjs	888	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3-prompt.md	881	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/find-te2.mjs	876	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-surfcls.log	846	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-final-green.log	845	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-counts2.txt	845	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attr-reads-precise.txt	841	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-w55s.log	837	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-wave-20260814-text	833	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h1-tail.md	823	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-phantom2.mjs	822	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-id4.mjs	818	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h2-prompt.md	818	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-back-buttons.mjs	818	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-dead2.cjs	817	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W2-focus-pocket-sweep-verify.log	813	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-id5.mjs	812	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-root-index.mjs	804	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-H2-drift.md	788	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focus-rings2.found.jsonl	788	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/btn-rule-chain.js	787	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-typing-probe.log	783	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-boot2.mjs	780	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-escape.log	778	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/TA5-agent-runtime-decision.md	775	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w896-parity-report.md	769	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-glob.log	757	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check_reauth.cjs	756	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/baseline-enc.json	753	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-full.log	743	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-dsv4flash.md	740	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/baseline-emptyband.mjs	734	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/b1-types.txt	733	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s13.txt	727	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tsconfig.pi-loop-guard.json	720	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-deepseek-v4-pro.md	710	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attr-consumer-counts.txt	704	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-boot.mjs	703	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-media.log	700	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-qwen-3.8-27b.md	698	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-dead.cjs	695	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-grape-2-pro.md	694	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-minimax-m3.md	690	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-kiro.md	690	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-search-orientation-transition.json	688	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-phantom.mjs	679	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-kimi-k3.md	678	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-probe-glm-5.2.md	678	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/find-te.mjs	677	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s14.txt	672	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-rg-dataset-bracket.txt	671	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/param-prop-fixture.ts	670	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s8.txt	669	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/W5-3dfull-gitlog.txt	668	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-S3-assets.md	661	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-tests.cjs	659	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-minimax-m3.md	652	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-adversarial-out2.txt	644	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-vitest.mjs	636	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-rec.log	626	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/smoke-novita-0731-report.md	623	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/.protected-refs.txt	623	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bench-round5-report-mistral-mistral-medium-2505.md	621	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-test-suite-report.md	620	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/trail-where.mjs	619	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-m1-tiers	610	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vision-probe.pbm	610	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-noleg.log	609	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-rg.mjs	594	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/webgl-env-probe.json	593	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-data-edge-test.mjs	589	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-lifecycle.mjs	589	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-b.md	587	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-param-prop-fixture.ts	586	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-data-store.mjs	584	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-134-agents-line.md	579	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-sonar.mjs	577	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/typecheck.json	560	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/btn-width-test.js	560	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-tool.md	547	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-counts.txt	539	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon3.sh	536	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s2.txt	528	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-141-robots.md	521	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/diskusage-appdata.txt	518	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lifecycle-probe.mjs	513	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-disposable.mjs	505	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-id3.mjs	493	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/signal-stores-report.md	491	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s4.txt	490	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-scene-atmosphere-contract.log	477	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-probe.json	460	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parse-surface.mjs	448	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-kimi-k3.md	446	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/control-deeplink-probe.json	446	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-c.md	444	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/model-source-audit-health.md	444	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-minimax-check.mjs	443	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scorebar1-capture.mjs	441	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-deepseek-v4-pro.md	440	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-server.mjs	431	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_goal-state-backup-1786412624.json	430	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-kiro-auto.md	424	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-b-out.txt	420	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/TI8-session-diff-review.md	414	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-three-visual-polish-contract.log	406	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-mjs-three-visual-polish-contract.out	405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fold-watch.log	405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/debug-simple.mjs	404	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon2.sh	400	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mjs-refs.mjs	398	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-test-server.err.log	396	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/run-gate-c1.ps1	388	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-probe.md	387	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grp-p4.md	382	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patchB-runs.sh	381	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/smoke-REPORT.md	378	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ui-bindings-report.md	367	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-surface.md	365	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/critique-20260818-home-snapshot.md	361	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-multi-generic-comma.mjs	339	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ui-global-suggestion-report.md	324	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-suite.json	319	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/check-svelte-WIP.log	308	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/nested-report2.txt	303	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m3-goal-REPORT.md	303	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-svelte.log	302	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-router-bytes.mjs	300	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fullgate2-svelte.log	299	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fullgate-svelte.log	299	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-check-svelte.log	295	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-check-svelte-final.log	295	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-id2.mjs	293	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/param-prop-multi-generic-comma.ts	289	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tsc-nav-check.log	287	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grp-p1.md	287	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-svelte-check.log	285	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-glows-report.md	269	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/nested-worker-mcp-config.json	266	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grep-run.txt	260	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-param-prop.mjs	257	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/unit-full-WIP.log	256	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ui-renderers-report.md	255	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recon.out.txt	254	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-generic-comma.mjs	250	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fullgate2-units.log	249	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-mistral-large-report.md	238	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-init-diag.txt	238	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/npm-outdated.log	237	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-novita-hy3-report.md	233	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ia1-vitest-final.log	231	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/all7-result.txt	229	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-kilo-auto-free-report.md	228	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vitest-infopanel.txt	227	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-laguna-poolside-direct-report.md	226	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-laguna-free-report.md	226	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/app-init-result5.txt	225	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vitest-output2.txt	224	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-mistral-devstral-medium-report.md	222	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grp-p3.md	220	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-health-minimax-m3.md	215	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-health-0731.md	212	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-glm-47-flash-free-report.md	210	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-magistral-small-report.md	207	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/param-prop-generic-comma.ts	205	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fdroid-termuxapi.json	205	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-mistral-small-report.md	203	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-codestral-report.md	200	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-fix-match.json	198	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wifi-survey.txt	193	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rssi-lab.csv	192	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tmp-test2-final.log	186	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-observe-REPORT.md	176	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-magistral-medium-report.md	173	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/TI6-pin-drift-triage.md	173	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scorebar1.txt	169	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-devstral-latest-report.md	165	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-health-dsv4pro.md	165	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-devstral-2512-report.md	163	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-css-fetch.json	162	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-mjs-exitcodes.log	159	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vitest.scratch.config.ts	158	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-inkling-report.md	158	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/smoke-revert.log	157	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/VW3-scan2.sh	157	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tsc-nav-check2.log	156	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-lc.mjs	155	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fleet-health-kiro.md	139	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-extensions-update.log	138	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/webdriver-renderkind-probe.json	137	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-d.md	137	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-isolated-sweep	129	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W2-state-owner-sweep-verify.log	125	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-a.md	122	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grp-p2.md	115	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-verify-report.md	110	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-subgoals	107	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/push-phone.log	106	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lead-parity.md	74	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
